"COMPANY"|"PLANT"|"MASTER_TYPE"|"LOCAL_CODE"|"MEMO"|"DUNS_NUM"|"SCORE_PERCENTILE"|"AVE_ALL"|"AVE_WITHIN_A_TYPE_OF_INDUSTRY"|"OOB_RATE"|"BANKRUPT_PERCENTILE"|"RAW_SCORE"|"RISK_SCORE_CLASS"|"CALCDATE"|"NEW_REASON_CD_SIGN_1"|"NEW_REASON_CD_SIGN_NM_1"|"NEW_REASON_CD_SIGN_2"|"NEW_REASON_CD_SIGN_NM_2"|"NEW_REASON_CD_SIGN_3"|"NEW_REASON_CD_SIGN_NM_3"|"NEW_REASON_CD_SIGN_4"|"NEW_REASON_CD_SIGN_NM_4"|"NEW_REASON_CD_SIGN_5"|"NEW_REASON_CD_SIGN_NM_5"|"REGISTERED_ADDR_INDICATOR"|"CITY_NM"|"STATE_PROV_NM"|"COUNTRY_NM"|"CITY_CD"|"COUNTY_CD"|"STATE_PROV_CD"|"STATE_PROV_ABBR"|"COUNTRY_CD"|"COUNTRY_CD_ISO2"|"COUNTRY_CD_NM"|"POSTAL_CD_FOR_STREET_ADDR"|"CONTINENT_CD"|"CONTINENT_CD_NM"|"COUNTRY_TELEPHONE_ACCESS_CD"|"TELEPHONE_NUM"|"CABLE_TELEX"|"FAX_NUM"|"BUSINESS_NM"|"TRADESTYLE_SECONDARY_NM"|"STREET_ADDR"|"STREET_ADDR_2"|"CHIEF_EXECUTIVE_OFFICER_NM"|"CHIEF_EXECUTIVE_OFFICER_TITLE"|"MAIL_ADDR"|"MAIL_CITY_NM"|"MAIL_COUNTY_NM"|"MAIL_STATE_PROV_NM"|"MAIL_COUNTRY_NM"|"MAIL_CITY_CD"|"MAIL_COUNTY_CD"|"MAIL_STATE_PROV_CD"|"MAIL_STATE_PROV_ABBR"|"MAIL_COUNTRY_CD"|"MAIL_COUNTRY_CD_ISO2"|"MAIL_COUNTRY_CD_NM"|"POSTAL_CD_MAIL_ADDR"|"MAIL_CONTINENT_CD"|"MAIL_CONTINENT_CD_NM"|"NATIONAL_IDENTIFI_NUM"|"NATIONAL_IDENTIFI_SYS_CD"|"NATIONAL_IDENTIFI_SYS_CD_NM"|"YEAR_STARTED"|"ANNUAL_SALES_LOCAL"|"ANNUAL_SALES_INDICATOR"|"ANNUAL_SALES_INDICATOR_NM"|"ANNUAL_SALES_IN_US_DOLLARS"|"CURRENCY_CD"|"CURRENCY_CD_NM"|"EMPLOYEES_HERE"|"EMPLOYEES_HERE_INDICATOR"|"EMPLOYEES_HERE_INDICATOR_NM"|"EMPLOYEES_TOTAL"|"EMPLOYEES_TOTAL_INDICATOR"|"EMPLOYEES_TOTAL_INDICATOR_NM"|"INC_PRINCIPLES_INDICATOR"|"INC_PRINCIPLES_INDICATOR_NM"|"IMP_EXP_AGENT_INDICATOR"|"IMP_EXP_AGENT_INDICATOR_NM"|"LEGAL_STATUS"|"LEGAL_STATUS_NM"|"CONTROL_INDICATOR"|"STATUS_CD"|"STATUS_CD_NM"|"SUBSIDIARY_CD"|"SUBSIDIARY_CD_NM"|"PREVIOUS_DUNS_NUM"|"REPORT_DATE"|"MARKETABLE_FLAG"|"GL_ULTI_INDICATOR"|"STOP_DISTRIBUTION_FLAG"|"NUM_OF_FAMILY_MEMBERS"|"DIAS_CD"|"HIERARCHY_CD"|"FAMILY_UPDATE_DATE"|"INACTIVE_FLAG"|"INACTIVE_FLAG_NM"|"LINE_OF_BUSINESS"|"US_1987_SIC_1"|"US_1987_SIC_NM_1"|"US_1987_SIC_2"|"US_1987_SIC_NM_2"|"US_1987_SIC_3"|"US_1987_SIC_NM_3"|"US_1987_SIC_4"|"US_1987_SIC_NM_4"|"US_1987_SIC_5"|"US_1987_SIC_NM_5"|"US_1987_SIC_6"|"US_1987_SIC_NM_6"|"PRIMARY_LOCAL_ACTIVITY_CD"|"ACTIVITY_INDICATOR"|"ACTIVITY_INDICATOR_NM"|"PREFECTURE_JAPANESE"|"CITY_JAPANESE"|"BUSINESS_NM_JAPANESE"|"BUSINESS_NM_KANA"|"STREET_ADDR1_JAPANESE"|"STREET_ADDR2_JAPANESE"|"CEO_NM_JAPANESE"|"HQ_PARENT_DUNS_NUM"|"HQ_PARENT_CITY"|"HQ_PARENT_STATE_PROV"|"HQ_PARENT_COUNTRY_NM"|"HQ_PARENT_CITY_CD"|"HQ_PARENT_COUNTY_CD"|"HQ_PARENT_STATE_PROV_ABBR"|"HQ_PARENT_COUNTRY_CD"|"HQ_PARENT_COUNTRY_CD_ISO2"|"HQ_PARENT_COUNTRY_CDNM"|"HQ_PARENT_POSTAL_CD"|"HQ_PARENT_CONTINENT_CD"|"HQ_PARENT_CONTINENT_CD_NM"|"HQ_PARENT_BUSINESS_NM"|"HQ_PARENT_STREET_ADDR"|"DOMESTIC_ULTI_DUNS_NUM"|"DOMESTIC_ULTI_CITY_NM"|"DOMESTIC_ULTI_STATE_PROV_NM"|"DOMESTIC_ULTI_CITY_CD"|"DOMESTIC_ULTI_COUNTRY_CD_ISO2"|"DOMESTIC_ULTI_COUNTRY_CD"|"DOMESTIC_ULTI_COUNTRY_CD_NM"|"DOMESTIC_ULTI_STATE_ABBR"|"DOMESTIC_ULTI_POSTAL_CD"|"DOMESTIC_ULTI_BUSINESS_NM"|"DOMESTIC_ULTI_STREET_ADDR"|"GL_ULTI_DUNS_NUM"|"GL_ULTI_CITY_NM"|"GL_ULTI_STATE_PROV"|"GL_ULTI_COUNTRY_NM"|"GL_ULTI_CITY_CD"|"GL_ULTI_COUNTY_CD"|"GL_ULTI_STATE_PROV_ABBR"|"GL_ULTI_COUNTRY_CD"|"GL_ULTI_COUNTRY_CD_ISO2"|"GL_ULTI_COUNTRY_CD_NM"|"GL_ULTI_POSTAL_CD"|"GL_ULTI_CONTINENT_CD"|"GL_ULTI_CONTINENT_CD_NM"|"GL_ULTI_NM"|"GL_ULTI_STREET_ADDR"
"InvenSense"|"INS"|"Orbweaver"|"113575"|""|"006477400"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"BLOOMINGTON"|"MINNESOTA"|"USA"|"000983"|"313"|"045"|"MN"|"805"|"US"|"USA"|"554201136"|"6"|"North America"|"0001"|"9528888801"|"121NMNNANP"|""|"THE TORO COMPANY"|"TORO"|"8111 LYNDALE AVE S"|""|"RICHARD M OLSON"|"CHAIRMAN OF THE BOARD"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1914"|"3959584000"|"2"|"estimated or not available if sales value is zero"|"3959584000"|"0020"|"U.S. Dollar"|"349"|"3"|"modeled"|"10982"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"003"|"corporation"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20220708"|"M"|"Y"|"00"|"96"|"003953149"|"01"|""|"N"|"Active"|"LAWN & GARDEN EQUIPMENT"|"3524"|"LAWN & GARDEN EQUIPMENT/????????????"|"3523"|"FARM MACHINERY & EQUIPMENT/????????????"|"3494"|"VALVES & PIPE FITTINGS, NEC/????????????????"|"3645"|"RESIDENTIAL LIGHTING FIXTURES/??????????"|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"006477400"|"BLOOMINGTON"|"MINNESOTA"|"USA"|"000983"|"313"|"MN"|"805"|"US"|"USA"|"554201136"|"6"|"North America"|"THE TORO COMPANY"|"8111 LYNDALE AVE S"|"006477400"|"BLOOMINGTON"|"MINNESOTA"|"000983"|"US"|"805"|"USA"|"MN"|"554201136"|"THE TORO COMPANY"|"8111 LYNDALE AVE S"|"006477400"|"BLOOMINGTON"|"MINNESOTA"|"USA"|"000983"|"313"|"MN"|"805"|"US"|"USA"|"554201136"|"6"|"North America"|"THE TORO COMPANY"|"8111 LYNDALE AVE S"
"InvenSense"|"INS"|"Orbweaver"|"101677"|""|"080349764"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"HUDSONVILLE"|"MICHIGAN"|"USA"|"004237"|"808"|"043"|"MI"|"805"|"US"|"USA"|"494267884"|"6"|"North America"|"0001"|"6168967100"|"122NMNNANP"|""|"EMERGENCY TECHNOLOGY, INC."|"SOUND-OFF SIGNAL"|"3900 CENTRAL PKWY"|""|"GEORGE BOERIGTER"|"CHAIRMAN"|"P.O. BOX 206"|"HUDSONVILLE"|"OTTAWA"|"MICHIGAN"|"USA"|"004237"|"808"|"043"|"MI"|"805"|"US"|"USA"|"494260206"|"6"|"North America"|""|""|""|"1992"|"35788162"|"3"|"modeled"|"35788162"|"0020"|"U.S. Dollar"|"94"|"3"|"modeled"|"100"|"0"|"actual"|"Y"|"included"|"C"|"Imports"|"003"|"corporation"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20220409"|"M"|"Y"|"00"|"2"|"027414191"|"01"|""|"N"|"Active"|"LIGHTING EQUIPMENT, NEC"|"3648"|"LIGHTING EQUIPMENT, NEC/?????????????"|"3699"|"ELECTRICAL EQUIPMENT & SUPPLIES, NEC/?????????????"|"3625"|"RELAYS & INDUSTRIAL CONTROLS/??????????????"|"3669"|"COMMUNICATIONS EQUIPMENT, NEC/???????????"|"3647"|"VEHICULAR LIGHTING EQUIPMENT/??????????"|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"080349764"|"HUDSONVILLE"|"MICHIGAN"|"USA"|"004237"|"808"|"MI"|"805"|"US"|"USA"|"494267884"|"6"|"North America"|"EMERGENCY TECHNOLOGY, INC."|"3900 CENTRAL PKWY"|"080349764"|"HUDSONVILLE"|"MICHIGAN"|"004237"|"US"|"805"|"USA"|"MI"|"494267884"|"EMERGENCY TECHNOLOGY, INC."|"3900 CENTRAL PKWY"|"080349764"|"HUDSONVILLE"|"MICHIGAN"|"USA"|"004237"|"808"|"MI"|"805"|"US"|"USA"|"494267884"|"6"|"North America"|"EMERGENCY TECHNOLOGY, INC."|"3900 CENTRAL PKWY"
"InvenSense"|"INS"|"Orbweaver"|"238715"|""|"083188298"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"ANN ARBOR"|"MICHIGAN"|"USA"|"000397"|"929"|"043"|"MI"|"805"|"US"|"USA"|"481082297"|"6"|"North America"|"0001"|"7349268696"|"322NMNNANP"|""|"TREETOWN TECH LLC"|""|"1665 HIGHLAND DR STE C"|""|"CASEY ALFORD"|"MANAGING MEMBER"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2016"|"1017181"|"3"|"modeled"|"1017181"|"0020"|"U.S. Dollar"|"7"|"0"|"actual"|"7"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"012"|"partnership of unknown type"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220506"|"M"|""|""|""|""|""|""|"N"|"Active"|"ENGINEERING SERVICES"|"8711"|"ENGINEERING SERVICES/???????"|"7371"|"COMPUTER PROGRAMMING SERVICES/???????????????"|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"125662"|""|"080294470"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"PLEASANT GROVE"|"UTAH"|"USA"|"006899"|"779"|"087"|"UT"|"805"|"US"|"USA"|"840623446"|"6"|"North America"|"0001"|"3853753233"|"322YNNNNNP"|""|"FORTEM TECHNOLOGIES, INC."|""|"1064 S N COUNTY BLVD # 600"|""|"TIMOTHY BEAN"|"CEO"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2016"|"15071049"|"3"|"modeled"|"15071049"|"0020"|"U.S. Dollar"|"95"|"0"|"actual"|"95"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"003"|"corporation"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20221007"|"N"|""|""|""|""|""|""|"N"|"Active"|"SEARCH & NAVIGATION EQUIPMENT"|"3812"|"SEARCH & NAVIGATION EQUIPMENT/????????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"96646"|""|"080937323"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"FOOTHILL RANCH"|"CALIFORNIA"|"USA"|"000010"|"508"|"009"|"CA"|"805"|"US"|"USA"|"926103000"|"6"|"North America"|"0001"|"9494044084"|"122NMNNANP"|""|"RED DIGITAL CINEMA, LLC"|""|"94 ICON"|""|"JARRED LAND"|"MBR"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2017"|"9786518"|"3"|"modeled"|"9786518"|"0020"|"U.S. Dollar"|"7"|"3"|"modeled"|"60"|"3"|"modeled"|"N"|"not included"|"G"|"Not available or none"|"003"|"corporation"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20221007"|"M"|"Y"|"00"|"3"|"002600362"|"01"|""|"N"|"Active"|"MOTION PICTURE & VIDEO PRODUCTION"|"7812"|"MOTION PICTURE & VIDEO PRODUCTION/?????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"080937323"|"FOOTHILL RANCH"|"CALIFORNIA"|"USA"|"000010"|"508"|"CA"|"805"|"US"|"USA"|"926103000"|"6"|"North America"|"RED DIGITAL CINEMA, LLC"|"94 ICON"|"080937323"|"FOOTHILL RANCH"|"CALIFORNIA"|"000010"|"US"|"805"|"USA"|"CA"|"926103000"|"RED DIGITAL CINEMA, LLC"|"94 ICON"|"080937323"|"FOOTHILL RANCH"|"CALIFORNIA"|"USA"|"000010"|"508"|"CA"|"805"|"US"|"USA"|"926103000"|"6"|"North America"|"RED DIGITAL CINEMA, LLC"|"94 ICON"
"InvenSense"|"INS"|"Orbweaver"|"125654"|""|"096630964"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"BERKELEY"|"CALIFORNIA"|"USA"|"000767"|"044"|"009"|"CA"|"805"|"US"|"USA"|"947041421"|"6"|"North America"|"0001"|"5106478213"|"122NMNNANP"|""|"GRABANGO CO."|""|"2105 BANCROFT WAY"|""|"WILLIAM GLASER"|"CHIEF EXECUTIVE OFFICER"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2017"|"2986571"|"3"|"modeled"|"2986571"|"0020"|"U.S. Dollar"|"20"|"3"|"modeled"|"21"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"003"|"corporation"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20220506"|"M"|"Y"|"00"|"2"|"006805830"|"01"|""|"N"|"Active"|"COMPUTER PROGRAMMING SERVICES"|"7371"|"COMPUTER PROGRAMMING SERVICES/???????????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"096630964"|"BERKELEY"|"CALIFORNIA"|"USA"|"000767"|"044"|"CA"|"805"|"US"|"USA"|"947041421"|"6"|"North America"|"GRABANGO CO."|"2105 BANCROFT WAY"|"096630964"|"BERKELEY"|"CALIFORNIA"|"000767"|"US"|"805"|"USA"|"CA"|"947041421"|"GRABANGO CO."|"2105 BANCROFT WAY"|"096630964"|"BERKELEY"|"CALIFORNIA"|"USA"|"000767"|"044"|"CA"|"805"|"US"|"USA"|"947041421"|"6"|"North America"|"GRABANGO CO."|"2105 BANCROFT WAY"
"InvenSense"|"INS"|"Orbweaver"|"239715"|""|"081257070"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"SAN DIEGO"|"CALIFORNIA"|"USA"|"007121"|"620"|"009"|"CA"|"805"|"US"|"USA"|"921211732"|"6"|"North America"|"0001"|"8584128151"|"321NMNNANP"|""|"CUE HEALTH INC."|"CUE HEALTH"|"4980 CARROLL CANYON RD # 110"|""|"AYUB KHATTAK"|"CHAIRMAN OF THE BOARD"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2010"|"618107000"|"2"|"estimated or not available if sales value is zero"|"618107000"|"0020"|"U.S. Dollar"|"1585"|"0"|"actual"|"1585"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"003"|"corporation"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220911"|"M"|""|""|""|""|""|""|"N"|"Active"|"ANALYTICAL INSTRUMENTS"|"3826"|"ANALYTICAL INSTRUMENTS/???????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"65505"|""|"131773616"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"LAKE MARY"|"FLORIDA"|"USA"|"004879"|"850"|"017"|"FL"|"805"|"US"|"USA"|"327466233"|"6"|"North America"|"0001"|"4073337300"|"122NMNNANP"|""|"APPLIED CONCEPTS LLC"|""|"55 SKYLINE DR STE 2200"|""|"ALEXANDER NICHOLAS"|"PRESIDENT"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1982"|"5858674"|"3"|"modeled"|"5858674"|"0020"|"U.S. Dollar"|"45"|"3"|"modeled"|"45"|"3"|"modeled"|"N"|"not included"|"G"|"Not available or none"|"003"|"corporation"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220305"|"M"|""|""|""|""|""|""|"N"|"Active"|"VOCATIONAL SCHOOLS, NEC"|"8249"|"VOCATIONAL SCHOOLS, NEC/??????????"|"8742"|"MANAGEMENT CONSULTING SERVICES/?????????????"|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"124757"|""|"117088725"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"CAMBRIDGE"|"MASSACHUSETTS"|"USA"|"001193"|"599"|"041"|"MA"|"805"|"US"|"USA"|"021421189"|"6"|"North America"|"0001"|"4159372874"|"322NMNNANP"|""|"BLOOMER HEALTH TECH., INC."|""|"1 BROADWAY STE 12"|""|"ALICIA CHONG RODRIGUEZ"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2017"|"205636"|"3"|"modeled"|"205636"|"0020"|"U.S. Dollar"|"3"|"0"|"actual"|"3"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"003"|"corporation"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220409"|"M"|""|""|""|""|""|""|"N"|"Active"|"HEALTH & ALLIED SERVICES, NEC"|"8099"|"HEALTH & ALLIED SERVICES, NEC/?????????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"171600"|""|"161374798"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"WESTMINSTER"|"COLORADO"|"USA"|"009316"|"470"|"011"|"CO"|"805"|"US"|"USA"|"800212722"|"6"|"North America"|"0001"|"8007822709"|"222YNNNNNP"|""|"INOVONICS CORPORATION"|"INOVONICS WIRELESS CORPORATION"|"11000 WESTMOOR CIR # 250"|""|"TOM CHITTENDEN"|"PRESIDENT"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2005"|"16763340"|"3"|"modeled"|"16763340"|"0020"|"U.S. Dollar"|"66"|"0"|"actual"|"66"|"0"|"actual"|"Y"|"included"|"C"|"Imports"|"003"|"corporation"|""|"0"|"SL"|"3"|"Is a subsidiary"|""|"20221008"|"N"|"N"|"00"|"472"|"030455419"|"02"|""|"N"|"Active"|"COMMUNICATIONS EQUIPMENT, NEC"|"3669"|"COMMUNICATIONS EQUIPMENT, NEC/???????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"003264850"|"SARASOTA"|"FLORIDA"|"USA"|"008254"|"836"|"FL"|"805"|"US"|"USA"|"34240"|"6"|"North America"|"ROPER TECHNOLOGIES, INC."|"6901 PROF PKWY E STE 200"|"003264850"|"SARASOTA"|"FLORIDA"|"008254"|"US"|"805"|"USA"|"FL"|"34240"|"ROPER TECHNOLOGIES, INC."|"6901 PROF PKWY E STE 200"|"003264850"|"SARASOTA"|"FLORIDA"|"USA"|"008254"|"836"|"FL"|"805"|"US"|"USA"|"34240"|"6"|"North America"|"ROPER TECHNOLOGIES, INC."|"6901 PROF PKWY E STE 200"
"InvenSense"|"INS"|"Orbweaver"|"236731"|""|"153226639"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"MAYFIELD VILLAGE"|"OHIO"|"USA"|"000115"|"196"|"069"|"OH"|"805"|"US"|"USA"|"441432330"|"6"|"North America"|"0001"|"4402295100"|"322NMNNANP"|""|"PRESTAN PRODUCTS LLC"|""|"701 BETA DR STE 2"|""|"DAN MOON"|"CHIEF EXECUTIVE OFFICER"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2004"|"6239756"|"3"|"modeled"|"6239756"|"0020"|"U.S. Dollar"|"42"|"0"|"actual"|"42"|"0"|"actual"|"Y"|"included"|"B"|"Imports and Exports"|"012"|"partnership of unknown type"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220409"|"M"|""|""|""|""|""|""|"N"|"Active"|"BUSINESS CONSULTING, NEC"|"8748"|"BUSINESS CONSULTING, NEC/????????????????"|""|""|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"InvenSense"|"INS"|"Orbweaver"|"136607"|""|"173823345"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"SOLON"|"OHIO"|"USA"|"007157"|"196"|"069"|"OH"|"805"|"US"|"USA"|"441392849"|"6"|"North America"|"0001"|"4407151300"|"122NMNNANP"|""|"ENERGY FOCUS, INC."|"ENERGY FOCUS"|"32000 AURORA RD STE B"|""|"STEPHEN SOCOLOF"|"CHIEF EXECUTIVE OFFICER"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1985"|"9865000"|"0"|"actual"|"9865000"|"0020"|"U.S. Dollar"|"43"|"3"|"modeled"|"58"|"0"|"actual"|"Y"|"included"|"G"|"Not available or none"|"012"|"partnership of unknown type"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20221008"|"M"|"Y"|"00"|"8"|"012484288"|"01"|""|"N"|"Active"|"ELECTRIC LAMPS"|"3641"|"ELECTRIC LAMPS/?????"|"3648"|"LIGHTING EQUIPMENT, NEC/?????????????"|"3674"|"SEMICONDUCTORS & RELATED DEVICES/????????????"|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"173823345"|"SOLON"|"OHIO"|"USA"|"007157"|"196"|"OH"|"805"|"US"|"USA"|"441392849"|"6"|"North America"|"ENERGY FOCUS, INC."|"32000 AURORA RD STE B"|"173823345"|"SOLON"|"OHIO"|"007157"|"US"|"805"|"USA"|"OH"|"441392849"|"ENERGY FOCUS, INC."|"32000 AURORA RD STE B"|"173823345"|"SOLON"|"OHIO"|"USA"|"007157"|"196"|"OH"|"805"|"US"|"USA"|"441392849"|"6"|"North America"|"ENERGY FOCUS, INC."|"32000 AURORA RD STE B"
"InvenSense"|"INS"|"Orbweaver"|"101662"|""|"313451982"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"FRANKFURT AM MAIN"|"HESSEN"|"GERMANY"|"002014"|"000"|"007"|"HE"|"269"|"DE"|"GERMANY"|"60314"|"3"|"Europe"|"0049"|"6943052777"|"14NMNNANR"|""|"TRACKTICS GMBH"|""|"HANAUER LANDSTR. 291A"|""|"BENJAMIN BRUDER"|"MANAGING DIRECTOR"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"60313B102043"|"00020"|"Germany Registration Number"|"2015"|"340000"|"2"|"estimated or not available if sales value is zero"|"401261"|"5080"|"Euro"|""|"2"|"estimated or not available if sales value is zero"|"14"|"2"|"estimated or not available if sales value is zero"|"N"|"not included"|"G"|"Not available or none"|"003"|"corporation"|""|"1"|"HQ"|"0"|"Not a subsidiary"|""|"20220305"|"M"|"Y"|"00"|"3"|"030021759"|"01"|""|"N"|"Active"|"COMPUTER PROGRAMMING SERVICES"|"7371"|"COMPUTER PROGRAMMING SERVICES/???????????????"|"8731"|"COMMERCIAL PHYSICAL RESEARCH/????????"|"3571"|"ELECTRONIC COMPUTERS/?????????"|"7379"|"COMPUTER RELATED SERVICES, NEC/????????????????"|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|"313451982"|"FRANKFURT AM MAIN"|"HESSEN"|"GERMANY"|"002014"|"000"|"HE"|"269"|"DE"|"GERMANY"|"60314"|"3"|"Europe"|"TRACKTICS GMBH"|"HANAUER LANDSTR. 291A"|"313451982"|"FRANKFURT AM MAIN"|"HESSEN"|"002014"|"DE"|"269"|"GERMANY"|"HE"|"60314"|"TRACKTICS GMBH"|"HANAUER LANDSTR. 291A"|"313451982"|"FRANKFURT AM MAIN"|"HESSEN"|"GERMANY"|"002014"|"000"|"HE"|"269"|"DE"|"GERMANY"|"60314"|"3"|"Europe"|"TRACKTICS GMBH"|"HANAUER LANDSTR. 291A"
"InvenSense"|"INS"|"Orbweaver"|"236703"|""|"040892176"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"N"|"MEDINA"|"OHIO"|"USA"|"004729"|"570"|"069"|"OH"|"805"|"US"|"USA"|"442569615"|"6"|"North America"|"0001"|"3302396888"|"222NMNNANP"|""|"INTERACTIVE ENGINEERING CORP."|""|"884 MEDINA RD"|""|"MING ZHANG"|"PRESIDENT"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1995"|"3515676"|"3"|"modeled"|"3515676"|"0020"|"U.S. Dollar"|"25"|"0"|"actual"|"25"|"0"|"actual"|"Y"|"included"|"C"|"Imports"|"003"|"corporation"|""|"0"|"SL"|"0"|"Not a subsidiary"|""|"20220409"|"M"|""|""|""|""|""|""|"N"|"Active"|"BUSINESS CONSULTING, NEC"|"8748"|"BUSINESS CONSULTING, NEC/????????????????"|"3672"|"PRINTED CIRCUIT BOARDS/???????????"|""|""|""|""|""|""|""|""|""|"000"|"Unclear"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
